Commit Message,Category
"JCBC-1253: Support subdoc expansion of macro

Motivation
----------
Adding server-side expansion of xattrs macros such as ""${Mutation.CAS}""
This is required for the multi-document atomicity project.
As this is advanced functionality that we may not want users to access,
the elements added to the API are marked private.

Modifications
-------------
Added expandMacros fields to all required builders, and pass down a new
0x10 flag to the server to indicate that macros should be expanded for
a particular field.

Result
------
Tested that ${Mutation.CAS} is replaced with the doc's CAS as expected.

Change-Id: I0443578adbe57dae960389ddd9c7effce524ad15
Reviewed-on: http://review.couchbase.org/101059
Reviewed-by: Graham Pople <grahampople@gmail.com>
Tested-by: Graham Pople <grahampople@gmail.com>
",functional
"JCBC-343: Adding Listeners support.

This changeset builds on the foundation of spymemcached
(ticket SPY-132) and adds functionality for replica gets,
and views (http futures).

Change-Id: I1a2b189947484555e0d51654913d0dd9681de9dc
Reviewed-on: http://review.couchbase.org/28109
Tested-by: Michael Nitschinger <michael.nitschinger@couchbase.com>
Reviewed-by: Michael Nitschinger <michael.nitschinger@couchbase.com>
",functional
"JCBC-388: Rewrite View Connection Management

This changeset rewrites the connection management of the view layer
by utilizing newer mechanisms in apache httpcore nio.

	- It uses a built-in pooling mechanism
	- Reduces the amount of threads used to a minimum
	- Fixes severe connection issues under failover conditions
	- Massively reduces the amount of code needed
	- Streamlines the reconfiguration process in ViewConnection
	- Makes the worker threads and connection size configurable
	- Handles connection lease on rebalance out
	- Adds better testing for the provided functionality
	- Writes the HTTP_HOST automatically to avoid costly DNS
	  lookups, fixing JCBC-151.

Change-Id: Ie78466a0ec7e70118d1ed874684f690887ffb688
Reviewed-on: http://review.couchbase.org/31017
Reviewed-by: Matt Ingenthron <matt@couchbase.com>
Tested-by: Michael Nitschinger <michael.nitschinger@couchbase.com>
",bugfix
"JCBC-851: Cluster Level Querying

Motivation:
-----------
Breaking from the historical model of data manipulation at the bucket
level, N1QL allows to perform JOINS over multiple buckets.

Even though it *is* technically possible to perform such a query from
a Bucket (by making sure that all relevant credentials other than the
ones for the root bucket are provided in the N1qlQuery), it is a bit
counterintuitive.

Cluster-level querying aims at providing a more intuitive way of doing
such bucket-spanning queries.

Note that the configuration and resource management of the SDK makes it
so that performing a N1QL query still has the prerequisite that a
bucket is currently opened in the Cluster.

Modifications:
--------------
Mirrored the query API from Bucket/AsyncBucket to Cluster/AsyncCluster.

The sync version delegates to the AsyncCluster, while the async version
attempts to find an open AsyncBucket and delegate the execution of the
query to it. If no open bucket is found, the method will error with an
UnsupportedOperationException.

The query is enriched with the credentials taken from the currently
configured Authenticator. If none are available, the query method will
error with an IllegalStateException.

The function that allows to go from an AsyncN1qlQueryResult to a sync
one has been extracted in N1qlQueryExecutor. It is reused by the query
implementation in CouchbaseCluster.

Results:
--------
N1QL queries spanning multiple buckets (including password protected
ones) can be more intuitively performed from the Cluster/AsyncCluster.

This functionality and its specific error condition (no open bucket)
are tested in an integration test.

Change-Id: I4001c492a7829f713fe6bc98945a19102d9e9da1
Reviewed-on: http://review.couchbase.org/67630
Tested-by: Simon Basl+? <simon@couchbase.com>
Reviewed-by: Michael Nitschinger <michael@nitschinger.at>
",functional
JCLOUDS-458: Added Blobstore Abstraction,internal
JCLOUDS-826: Add blob operations,code smell
"JDBC checkin fixing the following bugs:
  Fixed support in the driver for notifications (added PGConnection.getNotifications()) - problem reported by Benjamin.Feinstein@guardent.com
  Worked around server problems with int8/int2 and constants; quote values when they are intended to bind to an int8/int2 column - reported by many
  Fixed bug in the Array interface with string parsing not handling escaped characters correctly - reported by devajx@yahoo.com
  Added workaround to support 'infinity' and '-infinity' for dates - reported bydmitry@openratings.com
  Fixed some performance issues with setBlob - reported by d.wall@computer.org
  Added support for using new prepared statements functionality in 7.3 (added PGStatement.setUseServerPrepare() and isUseServerPrepare() methods)

 Modified Files:
 	jdbc/org/postgresql/PGConnection.java
 	jdbc/org/postgresql/PGStatement.java
 	jdbc/org/postgresql/core/QueryExecutor.java
 	jdbc/org/postgresql/jdbc1/AbstractJdbc1Connection.java
 	jdbc/org/postgresql/jdbc1/AbstractJdbc1ResultSet.java
 	jdbc/org/postgresql/jdbc1/AbstractJdbc1Statement.java
 	jdbc/org/postgresql/jdbc2/AbstractJdbc2Statement.java
 	jdbc/org/postgresql/jdbc2/Array.java
 Added Files:
 	jdbc/org/postgresql/PGNotification.java
 	jdbc/org/postgresql/core/Notification.java
",bugfix
"JENKINS-25832: Launch multiple slaves in parallel

This commit changes the behaviour of core functionality: raising new
nodes. It implements very simple algorithm:
- if NodeProvisioner requested X executors, start to raise
X/N nodes (N is number of executors on each node).
- if there is any orphant nodes (~non known by Jenkins at all), take
them in account (and start if it's neccessary)
- if there not enough orphant nodes - raise needed nodes in parallel
- give them back to NodeProvisioner in connected state
- nodes are connected by Jenkins itself: nodes are not connected
explicitly anymore (as it's needed by NodeProvisioner contract)
- EC2Cloud always returns instance in valid (RUNNING) state, it allows
to simplify logic of launcher

And reduce amount of duplicated code a little bit.
",functional
"JENKINS-40088# Configurable stapler serialization behavior (#106)

* JENKINS-40088# Configurable stapler serialization behavior

* Incorporated Jesse feedback on PR

* Reverted unnecessary edit

* Revert ExportedConfig changes to address compatibility concerns

* Incorporated Kohsuke's comments

- Fix javadoc
- ExportInterceptor should work off ExportConfig to use skipIfFail flag

* ExportInterceptor constat Skip.True to be used to skip writing property

* Use constnat object to represent SKIP
",bugfix
"JFG-738
session scope plots have been added to the webUI
with follow features:

-Tests are sorted by startime
-Pause between end of previous test and next test also considered
",functional
"JS-196 Fix FeatureType to recognize Strong's Numbers
Some modules are missing FeatureType=StrongsNumbers, but indicate Strong's Numbers by a GlobalOptionFilter.
This fix allows Strong's Numbers to be found as a FeatureType for those modules.
",bugfix
"JS-200 Fix Bible book name lookup errors
Lookup now prioritizes NT over OT over NC (non-canonical) and only sees Bible books in the current versification. Note, the Bible, NT and OT intros are classed as NC. This means that deuterocanonical books won't be found in a versification that does not have them.
This was a large change moving the name lookup into Versification with it having BibleNames per locale using Chris B's locale provider.
In KeyUtil, went back to not requiring a v11n. Also improved performance by requiring that all Keys provided are Verse, VerseRange or Passage, throwing ClassCastException otherwise.
Did misc cleanup.
",bugfix
"JS-247 Don't use concatenation when creating log messages.
Let the logger class take a formatted message with arguments and only do message assembly when message is to be logged.
This is a feature of slf4j.
",functional
"JS-287 Added getRawTextLength and refactored Backend.
Created interface Backend for AbstractBackend.
Improved OpenFileState implementations to have testament vectored file retrieval.
Made AbstractBook require a non null Backend.
Created NullBackend.
Removed getVersification from AbstractBackend. It wasn't used and is not true of all Backends.
Changed IOUtil.close(state) to OpenFileStateManager.release(state), a bug fix.
Removed Activation and Lock from SwordDictionary (GenBook remains).
",bugfix
"JSON import: support ignoring empty fields

Add a new feature to the from-json conversion of records: the ability to ignore fields containing empty values and add them as fields-to-delete if they belong to a root record. Furthermore, empty lists and empty nested records can be ignored.

Of course, this is optional, on the import cli it can be activated with a CLI option, in the API it is by using a subclass of the default RecordReader.

This feature is very useful when JSON import files are generated by some tool, in which case it is much simpler for the tool to have a fixed json structure in which it replaces some placeholders, rather than having to adjust the json structure (adding json props depending on whether a field has a value, adding fields-to-delete entries) for each record.

Had to do quite some refactoring to the RecordReader to make this possible. It allows now for much more customisations during the deserialization, of which the already existing LinkTransformer was a very specific case.

On JsonImport, replaced the wildgrowing number of load methods with an ImportSettings object (pre 2.2 methods are kept for compatibility).

Properties for which there are native types in json, like numbers and booleans, can now also be defined as strings, which is useful in combination with the ignore-empty-fields option (since you can't have an empty number or boolean).
",bugfix
"JSP refactoring (backlog.jsp  project.jsp) A visual indication on the backlog of which features are ""must haves"" Rename the ""Stop"" feature to be ""Blocked"" Headings for size and importance columns on backlog Notes with quotation marks are not displayed correctly A column without WIP limits should mouse over with no WIP limit not WIP limit: -1",internal
Java 7 source compatibility updates,external
JavaCL: - complete rewrite of CLBuffer genericity to unify with the BridJ port : CLBuffer<DoubleBuffer> is now CLBuffer<Double>  and CLBuffer.read/write/map are no longer strongly typed (it is implicitely typed with Buffer subclasses for compatibility with existing code). The BridJ port will be favoured  and its read/write/map methods use typed Pointer<T>. - complete rewrite of UJMP Matrix implementation  using coding style borrowed from ScalaCL,external
JaxbCollection: Renamed size to maxLength,internal
"Json interface (#60): adding more resources and more functionality to the existing resources. Added an ExceptionMapper to format the error responses. All resources (URIs + methods on them) should now be present, but many of them still completely untested.

Some changes/fixes to the repository code:
 - Repository.delete(): throw RecordNotFoundException, previously delete silently skipped a non-existing record. Fixes #101.
 - Repository.create(): removed unused but declared throws of RecordNotFoundException, this exception makes no sense for record creation.
 - Repository.getRow: the test to check if a record exists did not make sense, now it checks for the presence of the record type column. Fixes #102.


git-svn-id: svn+ssh://dev.outerthought.org/outerthought/lilyproject/trunk@4216 b80d95f8-e103-0410-bd55-e03a9dc29394
",functional
KARAF-1243 First part. Refactoring on trunk to remove duplicate code on mbeans and shell. Bugfix for delayed update not yet included,code smell
Keep the original signature intact for backward compatibility,external
Keep track of top-most rank; remove unused abstractions,internal
"LILY-352: changed implementation of scanners that return IdRecord in stead of Record such that this functionality is now accessible via a separate method in the repository API. This prevents clients from casting the resulting Record into an IdRecord
",functional
"LILY-505: added functionality in hbase-index to allow reading index fields from query results. This has the advantage of not having to duplicate the variant properties pattern in the data section of the index entries.
",functional
LOG4J2-1412 Unbox test increasing the cache size should run later,internal
"Last of the planned major changes to the SPI. Aside from Javadoc I consider the SPI to be complete for v2. (with a possible addition of a ProviderMethodBinding feature also)


This change changes the interface of 3 methods of BindingTargetVisitor to take a Set<InjectionPoint>, which replaces the HasInjections interface.

Also, making the ProviderMethods class non-public.

Also, adding extra checks for serialization. I've still got to fix serialization of TypeLiteral.

git-svn-id: https://google-guice.googlecode.com/svn/trunk@616 d779f126-a31b-0410-b53b-1d3aecad763e
",bugfix
Less duplicate code ... I think.,code smell
"Lots and lots of bug fixes with a few minor functionality enhancements.

	modified:   src/main/java/edu/ucla/sspace/common/Similarity.java

- Added warnings for invalid KL-divergence computations

- Added Kruskal-Goodman Gamma

- Discovered Spearman's rho and Kendall's tau are both wrong (not fixed)  :(

	modified:   src/main/java/edu/ucla/sspace/common/statistics/LogLikelihoodTest.java

- Fixed implementation

	new file:   src/main/java/edu/ucla/sspace/graph/ChineseWhispersClustering.java

- Added CW clustering, but it doesn't appear to produce the same results as the
  existing code (needs investigation)

	modified:   src/main/java/edu/ucla/sspace/graph/GraphIO.java

- Tweaked logging

	modified:   src/main/java/edu/ucla/sspace/graph/LinkClustering.java

- Made thread count based on processors instead of fixed

	new file:   src/main/java/edu/ucla/sspace/graph/SimpleWeightedDirectedTypedEdge.java
	new file:   src/main/java/edu/ucla/sspace/graph/SimpleWeightedTypedEdge.java
	new file:   src/main/java/edu/ucla/sspace/graph/SparseWeightedDirectedEdgeSet.java
	new file:   src/main/java/edu/ucla/sspace/graph/SparseWeightedDirectedTypedEdgeSet.java
	new file:   src/main/java/edu/ucla/sspace/graph/WeightedDirectedMultigraph.java
	modified:   src/main/java/edu/ucla/sspace/graph/WeightedDirectedTypedEdge.java

- Added partial support for weighted multigraphs.  More features are probably needed eventually

	modified:   src/main/java/edu/ucla/sspace/graph/io/EdgeListReader.java

- Added better logging instead of printf

	new file:   src/main/java/edu/ucla/sspace/graph/io/GraphMLReader.java

- Added initial GraphML implementation for reading large GraphML files.  Only partial support is in place

	modified:   src/main/java/edu/ucla/sspace/index/DefaultPermutationFunction.java

- Fixed outstanding bug.  Not sure how the bug was there in the first place, as
  the code was currently very broken in an odd way.

	new file:   src/main/java/edu/ucla/sspace/text/AnnotatedDocument.java

- Added support for a new document that has a creation date and a label

	new file:   src/main/java/edu/ucla/sspace/text/BufferedFileListDocumentIterator.java

- Added a new iterator that pre-caches the contents of files in a file list
  using a separate thread to cut down on disk I/O

	modified:   src/main/java/edu/ucla/sspace/text/FileDocument.java

- Added support for a document back by a file whose contents are loaded into memory on demand

	new file:   src/main/java/edu/ucla/sspace/tools/IterativeBigramExtractor.java

- Added a tool for finding statistical associations between terms in an
  iterative pair-wise manner

	new file:   src/main/java/edu/ucla/sspace/tools/LinkClusteringTool.java

- Copied over code from the SVN branch for running link clustering from a jar

	modified:   src/main/java/edu/ucla/sspace/util/CombinedIterator.java

- Corrected the Exception to be thrown in remove()

	modified:   src/main/java/edu/ucla/sspace/util/HashMultiMap.java

- Correct a few errors in removing keys during iterator

- Fixed a bug where null was returned instead of the empty set

	new file:   src/main/java/edu/ucla/sspace/util/KrippendorffsAlpha.java

- Added a partial implementation of Krippendorff's alpha for ordinal-valued data

	modified:   src/main/java/edu/ucla/sspace/util/MultiMap.java

- Clarified the javadoc

	modified:   src/main/java/edu/ucla/sspace/util/ObjectCounter.java

- Implemented max() and min()

	modified:   src/main/java/edu/ucla/sspace/util/Pair.java

- Made Serializable

	modified:   src/main/java/edu/ucla/sspace/util/SetDecorator.java

- Clarified javadoc

	new file:   src/test/java/edu/ucla/sspace/graph/ChineseWhispersTest.java
	new file:   src/test/java/edu/ucla/sspace/graph/SparseWeightedDirectedTypedEdgeSetTest.java
	new file:   src/test/java/edu/ucla/sspace/graph/WeightedDirectedMultigraphTest.java

- More unit tests

	modified:   src/test/java/edu/ucla/sspace/index/DefaultPermutationFunctionTest.java

- Added some debugging output
",bugfix
"Lots of changes mostly just to make the StyledConverter work in a backward
compatible way with existing map-features.csv files.

New feature as suggested by Elrond:  you can give a default name
for each osm rule, that is used when there is no name.  This is useful in
areas that are not completely mapped as many osm features have to use the
same garmin symbol and if they don't have a name it might be difficult to
know what they are tagged as.



git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/style@591 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
"Lots of nice updates:

* Colour syntax highlighting for all relevant editors & example viewers.
* User-selectable marker shapes and colours, violation decorators in the navigator tree
* New AST view and related XPath test editor
* Rule search (page form only, non-functional)

Disabled Quickfix views until its ready
Zapped several nevarious bugs in previous functionality

Note: for the time being, violation errors will not appear in the Problems
      page. There is a conflict between having unique markers and 'standard'
      error markers that denote inclusion in the error page. Will check out
      the use of annotations to deal with this...

For evaluation:
   The size and scope of the rule editor is (I believe) outgrowing its
   placement within its preference page and it needs to be parked within
   it own view. Besides, tracking all the edits being made to the rules
   goes beyond what the pref pages can handle (i.e. apply/cancel...
   which never worked properly for the rules in any case)

   To that end, I've copied the rule table into its own view for now and
   left the one in the preference page as is so we can compare & contrast.
   Only one will remain by the time the best approach is chosen.

git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@7115 51baf565-9d33-0410-a72c-fc3788e3496d
",bugfix
Lots of refactoring and stripping out dead code. Removed the code dependency on the deprecated EAWT methods Renamed packages and introduced new ones to properly segregate the areas of concern. Added support for preferences.,code smell
Lucene Directory performance regression test (trunk),external
MAHOUT-706 use reusable TokenStream in Lucene for performance,external
MAHOUT-767 Improve RowSimilarityJob performance  threshold integration,external
"MATH-389 Duplicate code in ""MultivariateRealOptimizer"" and ""DifferentiableMultivariateRealOptimizer"" moved to new interface ""BaseMultivariateRealOptimizer"". New ""AbstractScalarOptimizer"" superclass allow implementations that do not use derivatives. Deprecated ""protected"" fields. ""NonLinearConjugateGradientOptimizer"" changed to make use of the newly added accessors instead of the ""protected"" fields.",code smell
"MATH-394  MATH-397  MATH-404 Overhaul of the ""optimization"" package. Removed lots of duplicate code. Removed methods referring to the concept of ""iteration"". Removed interface methods to access the number of evaluations of the gradient and Jacobian. Removed all references to ""OptimizationException"" (replaced by ""ConvergenceException""). Javadoc comments updated.",code smell
MEDIUM: Fixed old code generator because it is still needed for a while. Backward compatibility shall be maintained,external
MNG-5871 refactoring: put url extrapolation algorithm in inheritance model merger,internal
MODE-1334 Ported java sequencer from 2.x -removed old OriginalFormatSourceFileRecorder -refactored test code so that the class file and java file sequencers use the same test files -fixed JDT parser so that 1.5 files (and greater) are properly handled -refactored JDT metadata classes,code smell
MODE-2629 Fixes the issue with too many parameters for the IN clause This commit changes the queries that get sent down to the DB so that when the number of parameters exceeds a certain limit  the IN clause gets broken down into multiple IN OR IN clauses. It also adds Docker support for the modeshape-persistence-relational module so that low level DB operations can be tested against different DBs.,code smell
MONDRIAN  Enhanced support for native evaluation of virtual cubes.  Queries involving dimensions that do not join to all base cubes in the query can now be natively evaluated. This change involved refactoring of SqlTupleReader  HighCardSqlTupleReader and the Target classes used in each to eliminate duplicate code.  ,code smell
MONDRIAN: removed dead code  added package documentation for rolap package  activated tests for FastBatchingCellReader,code smell
MONDRIAN: rolling back removeoverlappingtuples optimization for distinct count.refer http://forums.pentaho.org/showthread.php?t=59308.By removing this tuple list optimization we get a boost in performance at the cost of losing capability to handle elimination of duplicates and duplicates occur in rare scenarios.,external
Made XReferenceType an interface.  Changed XObjectType to extend AbstractVertex.  Added InheritanceGraphEdge class. These changes allow us to create a graph of inheritance relationships.,internal
"Made all functional tests run for the bucket size feature.

Close #13 since running all functional
tests, means that this feature is done.
",functional
Made an InterfaceGenerator  renamed CSharpClassData to CSharpData for some abstraction reasons. Made ClassGenerator and NamespaceGenerator work together well  now it sees the nested namespaces  but cannot see which it is nested to. Will do that later. Fixed small typo in ModelCreatonService,internal
Made annotator tests extend abstract AnnotatorTestData class,code smell
"Made following UI changes:
- Added notes functionality
- Added tabbed results window
- Added distance function capibilities
- Added review panel (still work in progress)
- Added double click on item windows to add and remove items


git-svn-id: https://www.evllabs.com/svn/jgaap/trunk@160 bcaee279-2e94-4b2e-be96-a1d7c6f3fc26
",functional
"Major new functionality

Featues
- Added http file downloader, integrated into TVRageProvider
- Implemented 'check for updates' and preference option

Code changes
- FINALLY made preferences static (yay!)
- Renaming of many UIStarter variables to conform to nameType
- Moved string handling into StringUtils
- Updated tests",functional
Major performance update,external
Major refactor. Fiction scripts are now being parsed. There is still some dead code to trim  but now the fiction and parser configuration (vocabulary) are being loaded from the file. I still need to process expressions when verb messages are received.,code smell
Major refactoring of FormModel related code: * Reorganized interfaces and implementations * Reorganized package structure * Improved JavaDoc * Introduced validation abstraction * Removed dependency on Rules for validation * Dirty tracking now works for unbuffered form models * Dirty tracking now fires property change events * Revert now works for unbuffered form models * Improved unit test coverage to about 80%,internal
Major refactoring to remove duplicate code detected by Simian. Just demonstrates the power of the tools for find code that needs refactoring.,code smell
"Make IterableSubject.UsingCorrespondence.displayingDiffsPairedBy() work for containsExactly and containsExactlyElementsIn, and make it public.

This follows the precedent set in ef55cb75d588f8af387f69b39e6aac0259215b42 for containsNoneOf/In and says ""corresponds to"" instead of repeating the correspondence.toString() when in a loop. (I actually vaguely think that we should switch to always saying ""corresponds to"" on the second and subsequent occurrences. That would be possible, but it would create churn in several existing messages, so I'm not doing it here. At least, though, we should make sure we never repeat correspondence.toString() a number of times that scales with the size of the input.)

Also adds a TODO in fuzzy.md to remind me to update it in due course. (My plan is to do that when the feature is more-or-less complete, and to put something in the RELNOTES for that commit which can direct folks to the docs for more info.)

RELNOTES=n/a

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=186598186
",functional
"Make Jedis Cluster more likely to antirez's redis-rb-cluster

JedisClusterCommand

* improvements on connection error handling
** if based on slot connection throws connection related exception, retry to random node
** if we retry with random node, but all nodes are unreachable, throw JedisConnectionException without retry
** try to release connection whether connection is broken or not

* bug fix : if asking flag is on, and success this time, set asking flag to off

JedisClusterConnectionHandler

* have flexibility on initializing slots cache
** allow some nodes connection failure - skip
** if current node is success initializing slots cache, skip other nodes
** if current node failed to initialize slots cache, discard all discovered nodes and slots

* set nodes if node does not exist in nodes
** it restricts JedisPool to replace - prevent IllegalStateException : Returned object not currently part of this pool

JedisSlotBasedConnectionGuaranteedConnectionHandler

* getConnection (random connection)
** check all connections by random sequence
** always return valid connection (able to ping-pong)
** throw exception if all connections are invalid

* some refactoring
",bugfix
"Make assertThat(doubleArray).hasValuesWithin(tolerance).of(expected) take double... instead of double[] for expected, and add .ofElementsIn(Iterable<? extends Number>). Similarly for float. While we're here, fix a couple of typos in text, and add tests for the case where the object (as well as the subject) are null.
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=111610534
",bugfix
Make bitcoinSerialize() return a copy by default  provide an unsafeBitcoinSerialize() method for high performance applications that are willing to deal with the extra API complexity.,internal
Make bitcoinSerialize() return a copy by default  provide an unsafeBitcoinSerialize() method for high performance applications that are willing to deal with the extra API complexity.,external
"Make extending Zone easier, and many other fixes

This changes to allow overriding drawImpl(), touchImpl(), etc instead of
draw() touch(), so as to act the same as the reflection methods.

Changes built-in zones to use these methods for simplicity and testing

Also the warnings that the methods dont exist are not displayed when
these are overridden now

Change some of the example sketches to use this method too.

Also fixed textZone, and changed the pressed color on ButtonZone

Changed SMTTouchManager to use map<Touch,Zone> instead of map<Long,Zone>

Moved the tint/stroke/fill restore code to endPickDraw() instead of
beginDraw(), as there are other zones that would be affected by this
now, since the draw no longer occurs right after pickDraw always on a
zone (when direct, which has been the default for a while)
",bugfix
"Make new helper method, testGetEpisodeDataTitle

Just pull all the functionality out of the loop in testGetEpisodeTitle, and make it a separate method.  Add some javadoc.

Use ""ignore whitespace diffs"" to properly see the limited extent of the change in this commit.
",functional
"Makes the getAllDocIds() call more accepting of unexpected values. The
previous version couldn't handle arrays inside of a row object which was a
problem for CouchBase List for Android which tends to return _conflicts
even when it wasn't asked for.

Also added test for new functionality.
",functional
Many robustness improvements to the downloader,external
"MapSource installer improvements
* uses family name for directory name
* map can now be uninstalled from ""Add/Remove Programs"" (WinXP) or ""Programs and Features"" (Vista/Win7)
* uninstalls map if already installed (NEW: silently force uninstall if silently installing)
* installer and license files are now generated from templates for easier maintenance
--Nakor

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/trunk@1882 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
"Massive efficiency updates to HAL: when dropping columns, only non-zero values are touched.  Fix entropy code to interpret given arrays as un-normalized probability distriubtions and not records of events
",bugfix
Massive update. - Infractions now is split into 3 parts. -- **Base** contains the main  cross-platform data classes that are shared between all implementations. -- **Bungee** is the default implementation as a BungeeCord plugin. -- **Spigot API** is an API that exists to allow for plugins to hook into Infractions from their spigot/bukkit plugins. - It is intended that individual servers will have their own take on Infractions  and thus a mere config file is unsuited for the majority of features (a la the Chitchat plugin). -- In this case  there is no default spigot/bukkit implementation  only an API that exists for accessing/manipulating the data. - Groundwork has been laid for the bungee plugin  various commands will be shared between servers. -- Many of these commands will probably be moved to the spigot API or completely removed (as we want each server to have their own implementation). - A default/barebones implementation for spigot/bukkit *may* exist in the future.,code smell
MassiveCore - Performance improvement for command argument readers.,external
Massively improved efficiency and performance of Criteria folder handling.,external
Measure coverage for equals/hashCode methods with inheritance generated by Lombok,internal
Merge compatibility APIs from `-hadoop{1 2}` branches.,external
"Merge fixes from Luna:

https://bugs.eclipse.org/bugs/show_bug.cgi?id=479851 - Kontextmenu
Documentation Dialog does not store correct Documentation object

https://bugzilla.redhat.com/show_bug.cgi?id=1227392 - Second level
sub-process connections not rendering correctly

https://bugzilla.redhat.com/show_bug.cgi?id=1265413 -  Multi Instance
subprocess not valid when validated

https://bugzilla.redhat.com/show_bug.cgi?id=1263551 - Missing General
tab in 'Edit Lane' popup.
Simple change: always display a Tab in the popup dialog, even if there
is only one Tab.

Change-Id: Ide169511e73baded7d1bee662c546cca83808ebe
",bugfix
"Merged ""feature-generation"" with current master  (#119)

* include feature instructions in README.md

* added example to demo basic feature bundles

* added dummy source

* added example for creating feature from pom

* Enable creation of features whilst generating p2 repo

* added missing file

* pom mod in examples

* update integration tests and README in line with enhancements for feature bundles

* fixed feature-bundle integration tests

* minor changes

* Reverted feature-bundle-01/02-tests and fixed Array index out of bounce error

* Changed version tag to 1.2.0-FOC-SNAPSHOT

* Fixed: Computation of symbolic name, if original jar is already a bundle

* FIXED: bundling of transitive features. (dependencies were not resolved)
CHANGED: generation of source features.
REVERTED the IP2Artifact interface.

* Source-Feature is a separate feature

* Code review as suggested from Tom

* 1.2.0-FOC

* increased version number to 1.2.1-FOC-SNAPSHOT

* FIX POM to integrate in Foconis CI environment

* ADD: SCM

* [maven-release-plugin] prepare release v1.2.1-FOC

* [maven-release-plugin] prepare for next development iteration

* FIX: Starter Version to compile on build server

* Revert ""FIX: Starter Version to compile on build server""

This reverts commit af949ab1b2d68d7360e876310eabd2e88526fcca.

* reverted CI-changes

* adjust parameter / fields type to new maven bundle plugin API

* fix broken test because of an broken import package (bndtool)
",bugfix
Merged duplicate code,code smell
"Merged revisions 391-416 via svnmerge from 
https://svn.parabola.me.uk/svn/mkgmap/branches/filters

........
  r391 | steve | 2007-12-01 17:22:34 +0000 (Sat, 01 Dec 2007) | 1 line
  
  Broke out the splitting of lines a little.
........
  r392 | steve | 2007-12-01 17:28:23 +0000 (Sat, 01 Dec 2007) | 1 line
  
  Remove the inline line splitting code.
........
  r393 | steve | 2007-12-01 20:29:03 +0000 (Sat, 01 Dec 2007) | 1 line
  
  Create filter infrastructure.
........
  r394 | steve | 2007-12-02 14:35:27 +0000 (Sun, 02 Dec 2007) | 2 lines
  
  A working implementation, although there is more to break out into filters and then we need to add some
  more functionality.
........
  r395 | steve | 2007-12-02 22:12:43 +0000 (Sun, 02 Dec 2007) | 1 line
  
  rename filter chain
........
  r396 | steve | 2007-12-02 22:13:25 +0000 (Sun, 02 Dec 2007) | 1 line
  
  rename line splitting filter
........
  r397 | steve | 2007-12-03 09:00:24 +0000 (Mon, 03 Dec 2007) | 1 line
  
  rename line splitting filter, add polygon splitter
........
  r398 | steve | 2007-12-03 10:28:16 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Make sure that lines are always copied before changing their points as this would change them for all levels.
........
  r399 | steve | 2007-12-03 10:29:17 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Add the copy constructors to the MapShape class too.
........
  r400 | steve | 2007-12-03 11:03:36 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Add filtering for polygons and only add the line filter for lines and the polygon filters for polygons...
........
  r401 | steve | 2007-12-03 11:22:18 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Some tidying
........
  r402 | steve | 2007-12-03 12:07:22 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Split out files from the general package that do the actual general-->garmin conversion.
........
  r405 | steve | 2007-12-03 17:23:48 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Useful amount of smothing applied.
........
  r406 | steve | 2007-12-03 20:58:29 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Fix where was not returning after chaining the filter.
........
  r407 | steve | 2007-12-03 20:59:07 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Now we have a polygon splitter.  Polygons that have too many points will be split.
........
  r408 | steve | 2007-12-03 21:16:07 +0000 (Mon, 03 Dec 2007) | 2 lines
  
  Remove println's
........
  r409 | steve | 2007-12-03 21:23:57 +0000 (Mon, 03 Dec 2007) | 1 line
  
  Now that the smoothing is in a filter, remove the old code to remove duplicate points.
........


git-svn-id: http://svn.mkgmap.org.uk/mkgmap/trunk@417 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",bugfix
Method name change to avoid confusion with visibility: hidden / Don't create empty inline boxes after all (inline layout will ignore them anyway) / Robustness improvements to generated content (treat display: table/table row groups/table-row as regular block boxes),external
MiniMaven: refactor a bit for readability,external
